127.0.0.1 - - [15/Sep/2016:09:51:07 +0800] "GET / HTTP/1.1" 404 994
0:0:0:0:0:0:0:1 - - [15/Sep/2016:11:23:17 +0800] "GET /project/css/flat-ui-pro.css.map HTTP/1.1" 404 1056
0:0:0:0:0:0:0:1 - - [15/Sep/2016:11:23:20 +0800] "POST /project/Task?action=edit&taskId=23 HTTP/1.1" 500 1790
0:0:0:0:0:0:0:1 - - [15/Sep/2016:12:03:16 +0800] "POST /project/Task?action=edit&taskId=23 HTTP/1.1" 500 1790
0:0:0:0:0:0:0:1 - - [15/Sep/2016:12:03:19 +0800] "GET /project/css/flat-ui-pro.css.map HTTP/1.1" 404 1056
0:0:0:0:0:0:0:1 - - [15/Sep/2016:12:05:14 +0800] "GET /project/Task?action=show&id=23 HTTP/1.1" 200 7188
0:0:0:0:0:0:0:1 - - [15/Sep/2016:12:05:15 +0800] "GET /project/bootstrap/css/bootstrap.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:12:05:15 +0800] "GET /project/css/style.complete.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:12:05:15 +0800] "GET /project/css/myStyle.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:12:05:15 +0800] "GET /project/js/bootstrap.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:12:05:15 +0800] "GET /project/js/flatui-checkbox.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:12:05:15 +0800] "GET /project/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:12:05:15 +0800] "GET /project/css/flat-ui.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:12:05:15 +0800] "GET /project/js/jquery-1.8.3.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:12:05:15 +0800] "GET /project/js/jquery.tagsinput.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:12:05:15 +0800] "GET /project/js/jquery.placeholder.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:12:05:15 +0800] "GET /project/js/bootstrap-select.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:12:05:15 +0800] "GET /project/js/application.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:12:05:15 +0800] "GET /project/js/jquery.nivo.slider.pack.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:12:05:15 +0800] "GET /project/js/flatui-radio.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:12:05:15 +0800] "GET /project/js/bootstrap-switch.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:12:05:15 +0800] "GET /project/js/jquery-ui-1.10.3.custom.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:12:05:15 +0800] "GET /project/js/jquery.ui.touch-punch.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:12:05:15 +0800] "GET /project/js/over.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:12:05:15 +0800] "GET /project/images/hexagon.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:12:05:15 +0800] "GET /project/images/brush.svg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:12:05:15 +0800] "GET /project/images/searchIcon.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:12:05:15 +0800] "GET /project/css/flat-ui-pro.css.map HTTP/1.1" 404 1056
0:0:0:0:0:0:0:1 - - [15/Sep/2016:12:05:17 +0800] "POST /project/Task?action=edit&taskId=23 HTTP/1.1" 500 1698
0:0:0:0:0:0:0:1 - - [15/Sep/2016:12:05:22 +0800] "GET /project/css/flat-ui-pro.css.map HTTP/1.1" 404 1056
0:0:0:0:0:0:0:1 - - [15/Sep/2016:12:05:24 +0800] "GET /project/css/flat-ui-pro.css.map HTTP/1.1" 404 1056
0:0:0:0:0:0:0:1 - - [15/Sep/2016:12:05:26 +0800] "GET /project/Task?action=show&id=24 HTTP/1.1" 200 7188
0:0:0:0:0:0:0:1 - - [15/Sep/2016:12:05:27 +0800] "GET /project/css/flat-ui-pro.css.map HTTP/1.1" 404 1056
0:0:0:0:0:0:0:1 - - [15/Sep/2016:12:05:30 +0800] "POST /project/Task?action=edit&taskId=24 HTTP/1.1" 500 1698
0:0:0:0:0:0:0:1 - - [15/Sep/2016:12:06:20 +0800] "GET /project/css/flat-ui-pro.css.map HTTP/1.1" 404 1056
0:0:0:0:0:0:0:1 - - [15/Sep/2016:12:06:21 +0800] "GET /project/css/flat-ui-pro.css.map HTTP/1.1" 404 1056
0:0:0:0:0:0:0:1 - - [15/Sep/2016:12:06:23 +0800] "GET /project/css/flat-ui-pro.css.map HTTP/1.1" 404 1056
0:0:0:0:0:0:0:1 - - [15/Sep/2016:12:06:26 +0800] "POST /project/Task?action=Gantt HTTP/1.1" 200 12222
0:0:0:0:0:0:0:1 - - [15/Sep/2016:12:06:27 +0800] "GET /project/css/flat-ui-pro.css.map HTTP/1.1" 404 1056
0:0:0:0:0:0:0:1 - - [15/Sep/2016:12:06:35 +0800] "GET /project/Task?action=show&id=23 HTTP/1.1" 200 7190
0:0:0:0:0:0:0:1 - - [15/Sep/2016:12:06:35 +0800] "GET /project/css/flat-ui-pro.css.map HTTP/1.1" 404 1056
0:0:0:0:0:0:0:1 - - [15/Sep/2016:12:06:37 +0800] "POST /project/Task?action=edit&taskId=23 HTTP/1.1" 200 12222
0:0:0:0:0:0:0:1 - - [15/Sep/2016:12:06:37 +0800] "GET /project/css/flat-ui-pro.css.map HTTP/1.1" 404 1056
0:0:0:0:0:0:0:1 - - [15/Sep/2016:12:06:42 +0800] "GET /project/Task?action=show&id=25 HTTP/1.1" 200 7191
0:0:0:0:0:0:0:1 - - [15/Sep/2016:12:06:42 +0800] "GET /project/css/flat-ui-pro.css.map HTTP/1.1" 404 1056
0:0:0:0:0:0:0:1 - - [15/Sep/2016:12:06:46 +0800] "POST /project/Task?action=edit&taskId=25 HTTP/1.1" 200 12222
0:0:0:0:0:0:0:1 - - [15/Sep/2016:12:06:46 +0800] "GET /project/css/flat-ui-pro.css.map HTTP/1.1" 404 1056
0:0:0:0:0:0:0:1 - - [15/Sep/2016:12:41:27 +0800] "POST /project/Task?action=edit&taskId=25 HTTP/1.1" 200 12257
0:0:0:0:0:0:0:1 - - [15/Sep/2016:12:41:27 +0800] "GET /project/bootstrap/css/bootstrap.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:12:41:27 +0800] "GET /project/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:12:41:27 +0800] "GET /project/css/flat-ui.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:12:41:27 +0800] "GET /project/css/style.complete.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:12:41:27 +0800] "GET /project/css/myStyle.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:12:41:27 +0800] "GET /project/js/jquery-1.8.3.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:12:41:27 +0800] "GET /project/js/jquery-ui-1.10.3.custom.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:12:41:27 +0800] "GET /project/js/jquery.ui.touch-punch.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:12:41:27 +0800] "GET /project/js/bootstrap.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:12:41:27 +0800] "GET /project/js/bootstrap-select.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:12:41:27 +0800] "GET /project/js/bootstrap-switch.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:12:41:27 +0800] "GET /project/js/flatui-checkbox.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:12:41:27 +0800] "GET /project/js/flatui-radio.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:12:41:27 +0800] "GET /project/js/jquery.tagsinput.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:12:41:27 +0800] "GET /project/js/jquery.placeholder.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:12:41:27 +0800] "GET /project/js/jquery.nivo.slider.pack.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:12:41:27 +0800] "GET /project/js/application.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:12:41:27 +0800] "GET /project/js/over.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:12:41:27 +0800] "GET /project/js/jquery.cookie.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:12:41:27 +0800] "GET /project/js/jquery.fn.gantt.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:12:41:27 +0800] "GET /project/css/Gstyle.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:12:41:27 +0800] "GET /project/images/hexagon.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:12:41:27 +0800] "GET /project/js/prettify.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:12:41:27 +0800] "GET /project/images/brush.svg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:12:41:27 +0800] "GET /project/images/searchIcon.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:12:41:27 +0800] "GET /project/css/flat-ui-pro.css.map HTTP/1.1" 404 1056
0:0:0:0:0:0:0:1 - - [15/Sep/2016:13:18:20 +0800] "POST /project/Task?action=edit&taskId=25 HTTP/1.1" 200 12258
0:0:0:0:0:0:0:1 - - [15/Sep/2016:13:18:20 +0800] "GET /project/bootstrap/css/bootstrap.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:13:18:20 +0800] "GET /project/css/style.complete.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:13:18:20 +0800] "GET /project/css/myStyle.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:13:18:20 +0800] "GET /project/css/Gstyle.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:13:18:20 +0800] "GET /project/js/jquery-ui-1.10.3.custom.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:13:18:20 +0800] "GET /project/js/flatui-checkbox.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:13:18:20 +0800] "GET /project/js/bootstrap.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:13:18:20 +0800] "GET /project/js/jquery.tagsinput.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:13:18:20 +0800] "GET /project/js/jquery.ui.touch-punch.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:13:18:20 +0800] "GET /project/js/jquery.nivo.slider.pack.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:13:18:20 +0800] "GET /project/js/jquery-1.8.3.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:13:18:20 +0800] "GET /project/js/application.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:13:18:20 +0800] "GET /project/js/over.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:13:18:20 +0800] "GET /project/js/bootstrap-select.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:13:18:20 +0800] "GET /project/js/jquery.cookie.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:13:18:20 +0800] "GET /project/js/jquery.fn.gantt.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:13:18:20 +0800] "GET /project/js/prettify.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:13:18:20 +0800] "GET /project/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:13:18:20 +0800] "GET /project/css/flat-ui.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:13:18:20 +0800] "GET /project/js/jquery.placeholder.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:13:18:20 +0800] "GET /project/js/flatui-radio.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:13:18:20 +0800] "GET /project/js/bootstrap-switch.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:13:18:20 +0800] "GET /project/images/brush.svg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:13:18:20 +0800] "GET /project/images/hexagon.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:13:18:20 +0800] "GET /project/images/searchIcon.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:13:18:21 +0800] "GET /project/css/flat-ui-pro.css.map HTTP/1.1" 404 1056
0:0:0:0:0:0:0:1 - - [15/Sep/2016:13:18:21 +0800] "GET /project/images/grid.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:13:18:22 +0800] "GET /project/images/icon_sprite.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:13:18:22 +0800] "GET /project/images/slider_handle.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:13:19:31 +0800] "POST /project/Task?action=edit&taskId=25 HTTP/1.1" 200 12258
0:0:0:0:0:0:0:1 - - [15/Sep/2016:13:19:31 +0800] "GET /project/bootstrap/css/bootstrap.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:13:19:31 +0800] "GET /project/css/flat-ui.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:13:19:31 +0800] "GET /project/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:13:19:31 +0800] "GET /project/css/style.complete.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:13:19:31 +0800] "GET /project/css/myStyle.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:13:19:31 +0800] "GET /project/css/Gstyle.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:13:19:31 +0800] "GET /project/images/hexagon.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:13:19:31 +0800] "GET /project/images/searchIcon.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:13:19:31 +0800] "GET /project/images/brush.svg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:13:19:31 +0800] "GET /project/js/jquery-1.8.3.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:13:19:31 +0800] "GET /project/js/jquery-ui-1.10.3.custom.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:13:19:31 +0800] "GET /project/js/jquery.ui.touch-punch.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:13:19:31 +0800] "GET /project/js/bootstrap-select.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:13:19:31 +0800] "GET /project/js/bootstrap-switch.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:13:19:31 +0800] "GET /project/js/flatui-checkbox.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:13:19:31 +0800] "GET /project/js/flatui-radio.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:13:19:31 +0800] "GET /project/js/bootstrap.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:13:19:31 +0800] "GET /project/js/jquery.placeholder.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:13:19:31 +0800] "GET /project/js/jquery.tagsinput.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:13:19:31 +0800] "GET /project/js/jquery.nivo.slider.pack.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:13:19:31 +0800] "GET /project/js/application.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:13:19:31 +0800] "GET /project/js/over.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:13:19:31 +0800] "GET /project/js/jquery.cookie.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:13:19:31 +0800] "GET /project/js/jquery.fn.gantt.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:13:19:31 +0800] "GET /project/js/prettify.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:13:19:31 +0800] "GET /project/css/flat-ui-pro.css.map HTTP/1.1" 404 1056
0:0:0:0:0:0:0:1 - - [15/Sep/2016:13:19:35 +0800] "GET /project/Task?action=show&id=24 HTTP/1.1" 200 7190
0:0:0:0:0:0:0:1 - - [15/Sep/2016:13:19:36 +0800] "GET /project/css/flat-ui-pro.css.map HTTP/1.1" 404 1056
0:0:0:0:0:0:0:1 - - [15/Sep/2016:13:19:39 +0800] "POST /project/Task?action=edit&taskId=24 HTTP/1.1" 200 12258
0:0:0:0:0:0:0:1 - - [15/Sep/2016:13:19:40 +0800] "GET /project/css/flat-ui-pro.css.map HTTP/1.1" 404 1056
0:0:0:0:0:0:0:1 - - [15/Sep/2016:13:20:35 +0800] "POST /project/Task?action=edit&taskId=24 HTTP/1.1" 200 12260
0:0:0:0:0:0:0:1 - - [15/Sep/2016:13:20:35 +0800] "GET /project/bootstrap/css/bootstrap.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:13:20:35 +0800] "GET /project/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:13:20:35 +0800] "GET /project/css/style.complete.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:13:20:35 +0800] "GET /project/css/flat-ui.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:13:20:35 +0800] "GET /project/css/myStyle.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:13:20:35 +0800] "GET /project/css/Gstyle.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:13:20:35 +0800] "GET /project/js/jquery-1.8.3.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:13:20:35 +0800] "GET /project/js/jquery-ui-1.10.3.custom.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:13:20:35 +0800] "GET /project/js/jquery.ui.touch-punch.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:13:20:35 +0800] "GET /project/js/bootstrap.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:13:20:35 +0800] "GET /project/js/bootstrap-select.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:13:20:35 +0800] "GET /project/js/bootstrap-switch.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:13:20:35 +0800] "GET /project/js/flatui-checkbox.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:13:20:35 +0800] "GET /project/js/flatui-radio.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:13:20:35 +0800] "GET /project/js/jquery.tagsinput.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:13:20:35 +0800] "GET /project/js/jquery.nivo.slider.pack.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:13:20:35 +0800] "GET /project/js/jquery.placeholder.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:13:20:35 +0800] "GET /project/js/application.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:13:20:35 +0800] "GET /project/js/over.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:13:20:35 +0800] "GET /project/js/jquery.cookie.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:13:20:35 +0800] "GET /project/js/jquery.fn.gantt.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:13:20:35 +0800] "GET /project/js/prettify.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:13:20:36 +0800] "GET /project/images/brush.svg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:13:20:36 +0800] "GET /project/images/hexagon.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:13:20:36 +0800] "GET /project/images/searchIcon.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:13:20:50 +0800] "POST /project/Task?action=edit&taskId=24 HTTP/1.1" 200 12245
0:0:0:0:0:0:0:1 - - [15/Sep/2016:13:20:50 +0800] "GET /project/bootstrap/css/bootstrap.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:13:20:50 +0800] "GET /project/css/flat-ui.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:13:20:50 +0800] "GET /project/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:13:20:50 +0800] "GET /project/css/style.complete.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:13:20:50 +0800] "GET /project/css/myStyle.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:13:20:50 +0800] "GET /project/css/Gstyle.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:13:20:50 +0800] "GET /project/js/jquery-1.8.3.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:13:20:50 +0800] "GET /project/js/jquery-ui-1.10.3.custom.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:13:20:50 +0800] "GET /project/js/jquery.ui.touch-punch.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:13:20:50 +0800] "GET /project/js/bootstrap.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:13:20:50 +0800] "GET /project/js/bootstrap-select.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:13:20:50 +0800] "GET /project/js/bootstrap-switch.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:13:20:50 +0800] "GET /project/js/flatui-checkbox.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:13:20:50 +0800] "GET /project/js/flatui-radio.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:13:20:50 +0800] "GET /project/js/jquery.tagsinput.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:13:20:50 +0800] "GET /project/js/jquery.placeholder.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:13:20:50 +0800] "GET /project/js/jquery.nivo.slider.pack.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:13:20:50 +0800] "GET /project/js/application.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:13:20:50 +0800] "GET /project/js/over.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:13:20:50 +0800] "GET /project/js/jquery.cookie.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:13:20:50 +0800] "GET /project/js/jquery.fn.gantt.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:13:20:50 +0800] "GET /project/js/prettify.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:13:20:50 +0800] "GET /project/images/brush.svg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:13:20:50 +0800] "GET /project/images/hexagon.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:13:20:50 +0800] "GET /project/images/searchIcon.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:13:21:36 +0800] "POST /project/Department?action=backCreate HTTP/1.1" 200 5877
0:0:0:0:0:0:0:1 - - [15/Sep/2016:13:22:23 +0800] "POST /project/Task?action=edit&taskId=24 HTTP/1.1" 200 12235
0:0:0:0:0:0:0:1 - - [15/Sep/2016:13:22:23 +0800] "GET /project/css/flat-ui.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:13:22:23 +0800] "GET /project/bootstrap/css/bootstrap.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:13:22:23 +0800] "GET /project/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:13:22:23 +0800] "GET /project/css/style.complete.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:13:22:23 +0800] "GET /project/css/Gstyle.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:13:22:23 +0800] "GET /project/css/myStyle.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:13:22:23 +0800] "GET /project/images/hexagon.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:13:22:23 +0800] "GET /project/images/searchIcon.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:13:22:23 +0800] "GET /project/images/brush.svg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:13:22:23 +0800] "GET /project/js/jquery-1.8.3.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:13:22:23 +0800] "GET /project/js/bootstrap.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:13:22:23 +0800] "GET /project/js/bootstrap-select.js HTTP/1.1" 304 -
